Music,Game,Flag,Group,License,Console,Release Date,Popularity
[Tim Haywood] Shadow Man Remastered (Official Soundtrack) ： The Down St. Station Suite.mp3,Shadow Man,,,,PC DCAST N64,Août 1999,
[Jimmy Fernández] Super Castlevania IV OST： Prologue.mp3,Super Castlevania 4,Less Known,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage B Vampire Killer (B-1).mp3,Super Castlevania 4,Less Known,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage 3 The Submerged City (3-3).mp3,Super Castlevania 4,Less Known,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage 3 The Cave (3-1).mp3,Super Castlevania 4,,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage 2 The Forest of Monsters (2-1).mp3,Super Castlevania 4,Well Known,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Opening.mp3,Super Castlevania 4,,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage A Bloody Tears (A-1).mp3,Super Castlevania 4,,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage 1 Theme of Simon Belmont (1-2).mp3,Super Castlevania 4,Well Known,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage 1 The Courtyard (1-1).mp3,Super Castlevania 4,Well Known,,,NES,1991,
[Jimmy Fernández] Super Castlevania IV OST： Stage 4 Clockwork Mansion (4-1).mp3,Super Castlevania 4,,,,NES,1991,
[Sebastian Lugo] Soul Calibur III OST - The Blade Seeker.mp3,Soul Calibur III,Less Known,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Wings of Despair.mp3,Soul Calibur III,,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Fearless Eyes.mp3,Soul Calibur III,Well Known,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - History Beckons.mp3,Soul Calibur III,,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Confrontation.mp3,Soul Calibur III,Well Known,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Call of the Ancients.mp3,Soul Calibur III,Less Known,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Lorekeeper.mp3,Soul Calibur III,Less Known,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Time Marches On.mp3,Soul Calibur III,,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Forsaken Sanctuary.mp3,Soul Calibur III,,,,PS2,23 Novembre 2005,
[Sebastian Lugo] Soul Calibur III OST - Hour Of Destiny.mp3,Soul Calibur III,Well Known,,,PS2,23 Novembre 2005,
[TheStableDweller] Fallout 1 Soundtrack - Industrial Junk (Junktown).mp3,Fallout,Less Known,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Traders Life (The Hub).mp3,Fallout,,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Vats of Goo (Mariposa Military Base and Fallout intro).mp3,Fallout,,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Maybe - by the Ink Spots.mp3,Fallout,Well Known,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Metallic Monks (Lost Hills).mp3,Fallout,Well Known,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Acolytes of the New God (The Cathedral).mp3,Fallout,Less Known,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Vault of the Future (Vault 13).mp3,Fallout,,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Desert Wind (The Wasteland).mp3,Fallout,Well Known,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Radiation Storm (The Glow).mp3,Fallout,,,,PC,30 Septembre 1997,
[TheStableDweller] Fallout 1 Soundtrack - Second Chance (Shady Sands).mp3,Fallout,Less Known,,,PC,30 Septembre 1997,
[Max LL] Spiritfarer (Main Theme) -  Max LL.mp3,Spiritfarer,Well Known,,,PC Switch ONE,2020,
[Max LL] Meteoroids.mp3,Spiritfarer,Less Known,,,PC Switch ONE,2020,
[Max LL] Hummingberg.mp3,Spiritfarer,,,,PC Switch ONE,2020,
[Max LL] Stellas Departure - Max LL.mp3,Spiritfarer,,,,PC Switch ONE,2020,
[Max LL] Stellas Lullaby.mp3,Spiritfarer,Less Known,,,PC Switch ONE,2020,
[Max LL] Song of Growth.mp3,Spiritfarer,,,,PC Switch ONE,2020,
[Max LL] Thunder Harvest.mp3,Spiritfarer,Well Known,,,PC Switch ONE,2020,
[Max LL] At Sea - Max LL.mp3,Spiritfarer,Less Known,,,PC Switch ONE,2020,
[Max LL] Last Voyage - Max LL.mp3,Spiritfarer,,,,PC Switch ONE,2020,
[Max LL] What Will You Leave Behind (End Titles) [feat. Maude Plante-Husaruk] - Max LL.mp3,Spiritfarer,Well Known,,,PC Switch ONE,2020,
[GronkhOSTs] Monkey Island 1 [OST] #01 - Opening Themes & Introduction.mp3,The Secret of Monkey Island,Well Known,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #07 - Mêlée Island.mp3,The Secret of Monkey Island,,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #03 - The Scumm Bar.mp3,The Secret of Monkey Island,Well Known,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #10 - Mêlée Forest.mp3,The Secret of Monkey Island,Less Known,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #04 - LeChucks Theme.mp3,The Secret of Monkey Island,Well Known,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #08 - The Voodoo Shop.mp3,The Secret of Monkey Island,,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #06 - Ghost Ship Shuffle.mp3,The Secret of Monkey Island,,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #11 - Stans Previously Used Ships.mp3,The Secret of Monkey Island,Less Known,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #09 - Guybrush and Elaine.mp3,The Secret of Monkey Island,Less Known,,,PC,1990,
[GronkhOSTs] Monkey Island 1 [OST] #05 - Following The Shop Keeper.mp3,The Secret of Monkey Island,,,,PC,1990,
[Lena Raine] Do the Impossible.mp3,Chicory: A Colorful Tale,Less Known,,,PC,2021,
[Lena Raine] MONSTER.mp3,Chicory: A Colorful Tale,Less Known,,,PC,2021,
[Lena Raine] Abandon Me.mp3,Chicory: A Colorful Tale,Well Known,,,PC,2021,
[Lena Raine] Erase You.mp3,Chicory: A Colorful Tale,,,,PC,2021,
[Lena Raine] Probably Ancient Evil.mp3,Chicory: A Colorful Tale,Well Known,,,PC,2021,
[Lena Raine] Sips River.mp3,Chicory: A Colorful Tale,Less Known,,,PC,2021,
[Lena Raine] The Mountain Top.mp3,Chicory: A Colorful Tale,Well Known,,,PC,2021,
[Lena Raine] uoY mA I.mp3,Chicory: A Colorful Tale,,,,PC,2021,
[Lena Raine] Eyes in the Darkness.mp3,Chicory: A Colorful Tale,,,,PC,2021,
[Lena Raine] Supper Woods.mp3,Chicory: A Colorful Tale,,,,PC,2021,
[TalesMusix] Tales of Destiny [PS2] OST - The storm and stress.mp3,Tales of Destiny Director's Cut,,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - Victory!.mp3,Tales of Destiny Director's Cut,,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - Nightmare.mp3,Tales of Destiny Director's Cut,Well Known,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - Holy light.mp3,Tales of Destiny Director's Cut,Less Known,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - A snowscape.mp3,Tales of Destiny Director's Cut,Less Known,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - State of emergency.mp3,Tales of Destiny Director's Cut,Less Known,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - Bare its fangs.mp3,Tales of Destiny Director's Cut,Well Known,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - Relentless assault.mp3,Tales of Destiny Director's Cut,Well Known,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - Blue dragon.mp3,Tales of Destiny Director's Cut,,,,PS2,Inconnue,
[TalesMusix] Tales of Destiny [PS2] OST - Tales of Destiny.mp3,Tales of Destiny Director's Cut,,,,PS2,Inconnue,
[Vivi's Radio Backup Chann] Count Cannolis Plan - Wario： Master of Disguise (OST).mp3,Wario: Master of Disguise,Less Known,,,DS,2007,
[Vivi's Radio Backup Chann] The Silver Zephyr (Count Cannoli) - Wario： Master of Disguise (OST).mp3,Wario: Master of Disguise,Well Known,,,DS,2007,
"[Vivi's Radio Backup Chann] Phantom Thief, Wario the Seven - Wario： Master of Disguise (OST).mp3",Wario: Master of Disguise,Less Known,,,DS,2007,
[Vivi's Radio Backup Chann] Allergia Gardens - Wario： Master of Disguise (OST).mp3,Wario: Master of Disguise,Less Known,,,DS,2007,
[Vivi's Radio Backup Chann] Boss - Wario： Master of Disguise (OST).mp3,Wario: Master of Disguise,,,,DS,2007,
[Vivi's Radio Backup Chann] Terrormisu - Wario： Master of Disguise (OST).mp3,Wario: Master of Disguise,Well Known,,,DS,2007,
[Vivi's Radio Backup Chann] Mad Hat - Wario： Master of Disguise (OST).mp3,Wario: Master of Disguise,,,,DS,2007,
"[Vivi's Radio Backup Chann] Wario, Master of Disguise - Wario： Master of Disguise (OST).mp3",Wario: Master of Disguise,,,,DS,2007,
"[Vivi's Radio Backup Chann] Head Honcho, Carpaccio - Wario： Master of Disguise (OST).mp3",Wario: Master of Disguise,Well Known,,,DS,2007,
[Vivi's Radio Backup Chann] Main Menu - Wario： Master of Disguise (OST).mp3,Wario: Master of Disguise,,,,DS,2007,
[Palpe] Deltarune OST： 10 - Rude Buster.mp3,Deltarune,,,,PC,2018,
[Palpe] Deltarune Chapter 2 OST： 39 - BIG SHOT.mp3,Deltarune,Well Known,,,PC,2018,
[Palpe] Deltarune OST： 33 - THE WORLD REVOLVING.mp3,Deltarune,Less Known,,,PC,2018,
[Palpe] Deltarune OST： 1 - ANOTHER HIM.mp3,Deltarune,Less Known,,,PC,2018,
[Palpe] Deltarune OST： 13 - Field of Hopes and Dreams.mp3,Deltarune,Well Known,,,PC,2018,
[Palpe] Deltarune Chapter 2 OST： 22 - Spamton.mp3,Deltarune,,,,PC,2018,
[Palpe] Deltarune Chapter 2 OST： 03 - My Castle Town.mp3,Deltarune,Less Known,,,PC,2018,
[Palpe] Deltarune Chapter 2 OST： 32 - Toby Fox & Lena Raine & Marcy Nabors - Attack of the Killer Queen.mp3,Deltarune,,,,PC,2018,
[Palpe] Deltarune Chapter 2 OST： 23 - NOWS YOUR CHANCE TO BE A.mp3,Deltarune,,,,PC,2018,
[Palpe] Deltarune Chapter 2 OST： 06 - A CYBERS WORLD？.mp3,Deltarune,Well Known,,,PC,2018,
[SonySoundtracksVEVO] Bear McCreary - Raebs Lament ｜ God of War Ragnarök (Original Soundtrack).mp3,God of War : Ragnarök,Well Known,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - Letting Go ｜ God of War Ragnarök (Original Soundtrack).mp3,God of War : Ragnarök,,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - Svartalfheim ｜ God of War Ragnarök (Original Soundtrack) ft. Eivør.mp3,God of War : Ragnarök,Less Known,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - God of War Ragnarök ｜ God of War Ragnarök (Original Soundtrack) ft. Eivør.mp3,God of War : Ragnarök,Well Known,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - The Hand of Odin ｜ God of War Ragnarök (Original Soundtrack).mp3,God of War : Ragnarök,Less Known,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - The All-Father ｜ God of War Ragnarök (Original Soundtrack).mp3,God of War : Ragnarök,Less Known,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - The Hammer of Thor ｜ God of War Ragnarök (Original Soundtrack).mp3,God of War : Ragnarök,,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - Ragnarök ｜ God of War Ragnarök (Original Soundtrack).mp3,God of War : Ragnarök,,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Hozier and Bear McCreary - Blood Upon the Snow (from God of War Ragnarök) - Lyric Video.mp3,God of War : Ragnarök,Well Known,,,PS5,09 Novembre 2022,
[SonySoundtracksVEVO] Bear McCreary - A Sons Path ｜ God of War Ragnarök (Original Soundtrack).mp3,God of War : Ragnarök,,,,PS5,09 Novembre 2022,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Aquaria Towers.mp3,Spyro 2,,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Colossus.mp3,Spyro 2,Well Known,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Hurricos.mp3,Spyro 2,,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Riptos Arena.mp3,Spyro 2,Less Known,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Summer Forest.mp3,Spyro 2,Well Known,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Magma Cone.mp3,Spyro 2,Less Known,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Zephyr.mp3,Spyro 2,Less Known,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Sunny Beach.mp3,Spyro 2,,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Idol Springs.mp3,Spyro 2,Well Known,,,PS1,1999,
[3godzilla3] Spyro 2 - Riptos Rage! OST： Gateway to Glimmer Forest.mp3,Spyro 2,,,,PS1,1999,
"[RadiatorRampardos] Super Mario 64 Soundtrack - Cool, Cool Mountain.mp3",Super Mario 64,,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Bowsers Road.mp3,Super Mario 64,Less Known,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Lethal Lava Land.mp3,Super Mario 64,,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Looping Steps.mp3,Super Mario 64,Less Known,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Opening.mp3,Super Mario 64,Well Known,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Powerful Mario.mp3,Super Mario 64,Less Known,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Cave Dungeon.mp3,Super Mario 64,,,,N64 DS,01 Mars 1997,
"[RadiatorRampardos] Super Mario 64 Soundtrack - Dire, Dire Docks.mp3",Super Mario 64,Well Known,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Metallic Mario.mp3,Super Mario 64,,,,N64 DS,01 Mars 1997,
[RadiatorRampardos] Super Mario 64 Soundtrack - Title Theme.mp3,Super Mario 64,Well Known,,,N64 DS,01 Mars 1997,
[Mick Gordon] Inferno.mp3,Killer Instinct,Well Known,,,SNES,1995,
[Mick Gordon] Herald of Gargos.mp3,Killer Instinct,Less Known,,,SNES,1995,
[Mick Gordon] Im Back (to Rise!).mp3,Killer Instinct,Well Known,,,SNES,1995,
[Robin Beanland - Topic] The Way U Move (Original Arcade Soundtrack).mp3,Killer Instinct,Less Known,,,SNES,1995,
[Mick Gordon] Type-03.mp3,Killer Instinct,,,,SNES,1995,
[Robin Beanland - Topic] The Instinct (Original Arcade Soundtrack).mp3,Killer Instinct,Well Known,,,SNES,1995,
[Mick Gordon] The Tiger Warrior.mp3,Killer Instinct,,,,SNES,1995,
[Mick Gordon] The Instinct.mp3,Killer Instinct,,,,SNES,1995,
[Mick Gordon] Warlord.mp3,Killer Instinct,,,,SNES,1995,
[Mick Gordon] Touch me and Ill break your face.mp3,Killer Instinct,Less Known,,,SNES,1995,
[Rhyntis] Myst II Riven Soundtrack Moeity Theme.mp3,Myst II: Riven,Well Known,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Bonus Track.mp3,Myst II: Riven,,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Whark Room.mp3,Myst II: Riven,Less Known,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Fissure.mp3,Myst II: Riven,Well Known,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Moeity Caves.mp3,Myst II: Riven,,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Catherines Freedom.mp3,Myst II: Riven,,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack The Red Cave.mp3,Myst II: Riven,Less Known,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Gehns Theme.mp3,Myst II: Riven,Well Known,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Boat Ride.mp3,Myst II: Riven,Less Known,,,PC,1997,
[Rhyntis] Myst II Riven Soundtrack Village Entrance.mp3,Myst II: Riven,,,,PC,1997,
[JENSSCHLAU] DRIVER SOUNDTRACK 10.mp3,Driver,Less Known,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 6.mp3,Driver,,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 2.mp3,Driver,Well Known,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 11.mp3,Driver,Less Known,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 14.mp3,Driver,Well Known,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 4.mp3,Driver,,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 8.mp3,Driver,Less Known,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 3.mp3,Driver,,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 5.mp3,Driver,,,,PC PS1,30 Juin 1999,
[JENSSCHLAU] DRIVER SOUNDTRACK 1.mp3,Driver,Well Known,,,PC PS1,30 Juin 1999,
[GOWSeriesVideos] 03. Hospital Storm - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,Less Known,,,360,07 Novembre 2008,
[GOWSeriesVideos] 04. Hospital Battle - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,,,,360,07 Novembre 2008,
[GOWSeriesVideos] 49. Heroic Assault - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,Well Known,,,360,07 Novembre 2008,
[GOWSeriesVideos] 20. Helping the Stranded - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,Less Known,,,360,07 Novembre 2008,
[GOWSeriesVideos] 02. Welcome To Delta - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,,,,360,07 Novembre 2008,
[GOWSeriesVideos] 06. Rolling Thunder - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,Well Known,,,360,07 Novembre 2008,
[GOWSeriesVideos] 38. Major Boss Fight - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,Less Known,,,360,07 Novembre 2008,
[GOWSeriesVideos] 01. Menu Theme - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,Well Known,,,360,07 Novembre 2008,
[GOWSeriesVideos] 17. Hollow Locust Assault - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,,,,360,07 Novembre 2008,
[GOWSeriesVideos] 18. Locust Temple - Gears of War 2 Original SoundTrack [OST].mp3,Gears of War 2,,,,360,07 Novembre 2008,
[Nintendo Soundtracks] File Select -  Super Mario Galaxy.mp3,Super Mario Galaxy,,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Buoy Base Galaxy -  Super Mario Galaxy.mp3,Super Mario Galaxy,Less Known,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] To the Gateway - Super Mario Galaxy.mp3,Super Mario Galaxy,,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Attack of the Airships -  Super Mario Galaxy.mp3,Super Mario Galaxy,Less Known,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Overture - Super Mario Galaxy.mp3,Super Mario Galaxy,Well Known,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Space Junk Galaxy -  Super Mario Galaxy.mp3,Super Mario Galaxy,,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Good Egg Galaxy - Super Mario Galaxy.mp3,Super Mario Galaxy,Well Known,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Star Festival -  Super Mario Galaxy.mp3,Super Mario Galaxy,Well Known,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Luma - Super Mario Galaxy.mp3,Super Mario Galaxy,,,,Wii,16 Novembre 2007,
[Nintendo Soundtracks] Into the Galaxy -  Super Mario Galaxy.mp3,Super Mario Galaxy,Less Known,,,Wii,16 Novembre 2007,
[Firecrotchsupreme] The Escapists - Roll Call.mp3,The Escapists,,,,PC,2015,
[Firecrotchsupreme] The Escapists - Center Perks.mp3,The Escapists,Well Known,,,PC,2015,
[Firecrotchsupreme] The Escapists - Lockdown.mp3,The Escapists,,,,PC,2015,
[Firecrotchsupreme] The Escapists - Meal Time.mp3,The Escapists,Less Known,,,PC,2015,
[Firecrotchsupreme] The Escapists - Shankton State Pen.mp3,The Escapists,Well Known,,,PC,2015,
[Firecrotchsupreme] The Escapists - Lights Out.mp3,The Escapists,Less Known,,,PC,2015,
[Firecrotchsupreme] The Escapists - Stalag Flucht.mp3,The Escapists,,,,PC,2015,
[Firecrotchsupreme] The Escapists - Shower Block.mp3,The Escapists,,,,PC,2015,
[Firecrotchsupreme] The Escapists - HMP-Irongate.mp3,The Escapists,Less Known,,,PC,2015,
[Firecrotchsupreme] The Escapists - Main Menu Theme.mp3,The Escapists,Well Known,,,PC,2015,
[Bfr's OST] Persona 5 OST 04 - Life Will Change.mp3,Persona 5,,,,PS4,2017,
[Bfr's OST] Persona 5 OST 106 - Swear to My Bones.mp3,Persona 5,,,,PS4,2017,
[Bfr's OST] Persona 5 OST 17 - Last Surprise.mp3,Persona 5,Well Known,,,PS4,2017,
[Bfr's OST] Persona 5 OST 26 - Blooming Villain.mp3,Persona 5,,,,PS4,2017,
[Bfr's OST] Persona 5 OST 107 - Our Beginning.mp3,Persona 5,Less Known,,,PS4,2017,
[Bfr's OST] Persona 5 OST 59 - The Days When My Mother Was There.mp3,Persona 5,,,,PS4,2017,
[Bfr's OST] Persona 5 OST 100 - Rivers In the Desert.mp3,Persona 5,Well Known,,,PS4,2017,
[Bfr's OST] Persona 5 OST 109 - With the Stars and Us 星と僕らと (Hoshi to Bokura to).mp3,Persona 5,Less Known,,,PS4,2017,
[Bfr's OST] Persona 5 OST 105 - Jaldabaoth.mp3,Persona 5,Less Known,,,PS4,2017,
"[Bfr's OST] Persona 5 OST 01 - Wake Up, Get Up, Get Out There.mp3",Persona 5,Well Known,,,PS4,2017,
[SEGA 16-bit OST] Alien Soldier🦅 -02- Flashback (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -01- Sidelimits (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,Well Known,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -08- Soltype (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,Less Known,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -04- Slap Up (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -19- Oblivious Past (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,Well Known,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -05- X-Ages (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -16- 7th Force (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,Less Known,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -09- Blacksheep (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,Less Known,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -06- Runner AD2025 (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,Well Known,,,MD,1995,
[SEGA 16-bit OST] Alien Soldier🦅 -07- From Objector (SEGA GEN⧸MD) - OST.mp3,Alien Soldier,,,,MD,1995,
[RingsOfGeonosis] Rayman 2 Soundtrack - Prologue ~A Ray of Hope~.mp3,Rayman 2,,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
[RingsOfGeonosis] Rayman 2 Soundtrack - The Canopy.mp3,Rayman 2,Less Known,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
[RingsOfGeonosis] Rayman 2 Soundtrack - The Fairy Glade.mp3,Rayman 2,Less Known,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
[RingsOfGeonosis] Rayman 2 Soundtrack - The Hall of Doors.mp3,Rayman 2,Well Known,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
[RingsOfGeonosis] Rayman 2 Soundtrack - The Woods of Light ~First Dawn~.mp3,Rayman 2,,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
[RingsOfGeonosis] Rayman 2 Soundtrack - Prologue ~Anguish and Pain~.mp3,Rayman 2,Well Known,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
[RingsOfGeonosis] Rayman 2 Soundtrack - The Woods of Light.mp3,Rayman 2,Well Known,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
[RingsOfGeonosis] Rayman 2 Soundtrack - King of the Teensies.mp3,Rayman 2,,,,PC DCAST N64 PS1 PS2,22 Octobre 1999,
